cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
2219,753,773,A,A,2019-12-31,2219
2220,908,123,V,R,2023-03-25,2220
2221,958,580,V,A,2019-05-23,2221
2222,38,824,A,A,2023-12-22,2222
2223,339,780,A,R,2023-11-17,2223
2224,378,938,A,A,2020-08-23,2224
2225,2,153,A,R,2019-05-31,2225
2226,487,280,V,A,2024-04-13,2226
2227,513,326,V,A,2022-03-18,2227
2228,704,945,A,F,2021-03-21,2228
2229,230,560,V,P,2024-04-01,2229
2230,362,21,A,R,2020-01-20,2230
2231,602,852,A,R,2019-05-20,2231
2232,695,502,V,R,2020-08-28,2232
2233,940,480,V,R,2022-03-05,2233
2234,778,513,V,R,2021-04-19,2234
2235,929,754,A,A,2022-11-24,2235
2236,234,888,V,R,2019-12-17,2236
2237,329,842,V,A,2024-03-06,2237
2238,186,229,V,R,2022-05-29,2238
2239,83,790,A,R,2020-02-07,2239
2240,987,352,V,P,2019-05-16,2240
2241,962,46,A,R,2020-07-26,2241
2242,418,733,V,R,2020-07-26,2242
2243,375,220,A,F,2019-12-01,2243
2244,292,656,V,A,2020-11-08,2244
2245,18,583,A,A,2023-10-05,2245
2246,183,564,A,R,2020-12-24,2246
2247,951,101,V,R,2019-12-06,2247
2248,171,922,V,A,2021-09-19,2248
2249,270,633,A,F,2022-02-10,2249
2250,148,447,A,A,2023-11-09,2250
2251,662,404,A,F,2022-11-22,2251
2252,258,799,A,P,2019-01-05,2252
2253,14,54,A,A,2023-05-31,2253
2254,698,481,V,A,2020-03-11,2254
2255,785,777,A,F,2022-01-09,2255
2256,722,747,V,P,2021-02-14,2256
2257,755,932,V,A,2021-11-06,2257
2258,961,25,V,R,2022-10-01,2258
2259,31,771,A,R,2022-04-09,2259
2260,767,856,V,P,2024-01-06,2260
2261,8,432,V,R,2023-06-05,2261
2262,518,501,A,F,2019-07-03,2262
2263,163,661,A,F,2020-08-25,2263
2264,254,365,A,A,2019-07-07,2264
2265,794,926,V,R,2019-08-30,2265
2266,555,336,V,P,2023-08-19,2266
2267,817,504,V,P,2023-09-26,2267
2268,210,954,V,P,2020-02-27,2268
2269,415,778,V,A,2019-08-04,2269
2270,754,487,A,R,2019-05-20,2270
2271,615,618,V,F,2022-07-14,2271
2272,11,266,V,F,2019-02-04,2272
2273,480,157,A,F,2023-08-29,2273
2274,510,466,A,A,2023-04-09,2274
2275,676,68,A,R,2022-10-06,2275
2276,404,953,A,A,2019-10-04,2276
2277,719,837,V,P,2021-05-02,2277
2278,505,326,V,F,2020-03-04,2278
2279,949,54,V,A,2024-01-06,2279
2280,454,988,V,R,2022-07-01,2280
2281,806,859,V,F,2019-12-27,2281
2282,464,829,A,F,2023-06-18,2282
2283,996,490,V,P,2019-08-05,2283
2284,358,901,V,F,2019-11-27,2284
2285,218,892,A,P,2020-08-19,2285
2286,473,511,A,R,2024-05-28,2286
2287,233,897,V,A,2022-05-24,2287
2288,345,541,V,F,2020-02-22,2288
2289,57,501,V,A,2022-07-10,2289
2290,235,740,V,A,2021-04-29,2290
2291,205,269,V,A,2020-06-22,2291
2292,489,809,A,P,2019-02-08,2292
2293,281,639,V,A,2021-03-15,2293
2294,673,685,V,F,2021-01-24,2294
2295,60,778,V,P,2022-03-06,2295
2296,244,14,A,R,2019-02-18,2296
2297,434,267,A,R,2022-06-12,2297
2298,124,228,V,A,2020-05-25,2298
2299,537,384,A,R,2021-06-28,2299
2300,732,297,V,A,2023-11-14,2300
2301,323,84,A,R,2021-06-24,2301
2302,551,246,A,F,2022-01-28,2302
2303,185,990,A,A,2022-11-09,2303
2304,254,337,A,P,2023-01-22,2304
2305,341,311,V,P,2020-02-26,2305
2306,847,113,V,F,2023-07-04,2306
2307,777,302,A,A,2020-07-01,2307
2308,179,757,A,F,2021-01-23,2308
2309,852,311,V,R,2019-11-09,2309
2310,77,256,A,F,2022-07-09,2310
2311,285,604,V,R,2021-10-11,2311
2312,825,659,V,R,2023-09-23,2312
2313,56,308,V,P,2020-07-09,2313
2314,87,928,V,F,2019-06-01,2314
2315,30,642,A,R,2021-08-03,2315
2316,67,88,A,P,2019-07-12,2316
2317,847,58,V,F,2020-02-20,2317
2318,713,267,A,P,2019-03-17,2318
2319,277,31,V,A,2019-01-19,2319
2320,467,585,V,A,2019-11-03,2320
2321,679,172,A,A,2022-10-04,2321
2322,720,846,V,A,2021-11-27,2322
2323,693,789,A,A,2020-12-12,2323
2324,636,470,A,P,2023-07-01,2324
2325,172,965,A,R,2021-10-04,2325
2326,329,159,V,P,2019-07-02,2326
2327,661,84,A,F,2022-09-05,2327
2328,912,252,V,R,2022-06-14,2328
2329,672,713,A,P,2021-11-27,2329
2330,132,10,A,A,2021-04-27,2330
2331,306,987,A,F,2023-02-07,2331
2332,473,505,V,R,2021-07-17,2332
2333,372,183,A,P,2022-03-20,2333
2334,131,924,A,R,2019-01-26,2334
2335,168,133,A,R,2021-10-29,2335
2336,674,676,V,F,2021-12-26,2336
2337,998,337,A,F,2020-09-16,2337
2338,477,11,A,F,2022-07-12,2338
2339,465,43,A,R,2022-09-26,2339
2340,989,245,A,P,2021-12-26,2340
2341,711,84,V,R,2021-06-05,2341
2342,358,518,A,R,2023-10-01,2342
2343,874,984,A,P,2019-10-22,2343
2344,957,172,A,A,2024-01-13,2344
2345,377,961,V,P,2023-06-09,2345
2346,97,479,A,A,2020-03-17,2346
2347,474,737,A,F,2024-03-01,2347
2348,575,663,A,P,2022-08-21,2348
2349,103,723,V,A,2022-02-26,2349
2350,970,86,V,A,2023-01-29,2350
2351,806,619,A,R,2019-11-15,2351
2352,893,573,V,P,2022-02-05,2352
2353,847,587,V,P,2023-03-10,2353
2354,162,470,A,R,2023-10-18,2354
2355,979,67,V,F,2020-05-23,2355
2356,454,380,V,F,2022-11-09,2356
2357,564,449,V,P,2020-12-03,2357
2358,833,775,V,P,2021-04-18,2358
2359,944,120,A,P,2020-06-11,2359
2360,995,540,A,P,2023-08-19,2360
2361,703,335,V,F,2022-04-22,2361
2362,532,737,V,P,2023-06-03,2362
2363,257,87,V,F,2020-12-23,2363
2364,422,433,A,A,2020-02-03,2364
2365,836,237,A,R,2022-04-25,2365
2366,565,283,V,P,2021-12-30,2366
2367,792,612,V,F,2023-05-17,2367
2368,525,350,A,A,2019-04-20,2368
2369,48,47,A,R,2023-02-19,2369
2370,367,438,V,A,2020-03-08,2370
2371,604,544,V,P,2023-10-22,2371
2372,177,425,V,A,2024-05-05,2372
2373,881,991,A,P,2022-08-31,2373
2374,293,805,A,F,2023-06-14,2374
2375,153,109,V,P,2020-09-29,2375
2376,431,355,V,A,2023-08-10,2376
2377,351,623,A,A,2020-11-29,2377
2378,947,123,A,F,2023-08-24,2378
2379,246,706,V,R,2023-01-05,2379
2380,593,988,A,F,2021-03-31,2380
2381,906,935,V,F,2020-08-08,2381
2382,264,959,A,A,2019-07-19,2382
2383,870,503,A,P,2022-03-06,2383
2384,943,698,V,R,2019-06-19,2384
2385,948,627,V,F,2024-05-08,2385
2386,776,621,A,R,2021-08-14,2386
2387,935,657,A,P,2019-02-08,2387
2388,157,180,V,A,2023-05-16,2388
2389,682,776,A,P,2019-09-19,2389
2390,652,332,V,A,2023-08-13,2390
2391,185,183,A,R,2022-01-09,2391
2392,864,79,A,A,2020-09-28,2392
2393,293,288,A,A,2019-09-19,2393
2394,943,804,V,A,2022-12-11,2394
2395,743,950,A,F,2022-09-19,2395
2396,239,31,V,P,2020-05-22,2396
2397,381,307,V,R,2019-02-01,2397
2398,267,220,V,R,2022-08-21,2398
2399,394,969,V,A,2023-03-12,2399
2400,427,344,A,P,2023-02-20,2400
2401,376,117,V,A,2020-06-11,2401
2402,935,70,A,F,2020-06-24,2402
2403,969,866,V,F,2020-03-19,2403
2404,795,116,A,P,2021-12-30,2404
2405,944,475,A,R,2023-10-15,2405
2406,762,841,A,P,2019-01-19,2406
2407,708,957,A,A,2023-02-07,2407
2408,570,64,V,R,2021-02-14,2408
2409,270,757,A,R,2023-03-09,2409
2410,165,817,V,A,2019-06-27,2410
2411,190,287,A,P,2021-02-25,2411
2412,271,975,V,F,2022-05-08,2412
2413,834,74,V,P,2021-04-27,2413
2414,319,634,V,A,2023-06-10,2414
2415,626,214,A,P,2019-11-16,2415
2416,643,497,A,F,2019-02-05,2416
2417,310,697,V,A,2022-08-06,2417
2418,690,259,A,P,2021-02-19,2418
2419,98,591,A,F,2019-08-28,2419
2420,154,147,A,R,2023-11-07,2420
2421,941,681,V,F,2021-10-04,2421
2422,644,37,A,A,2022-05-13,2422
2423,305,54,A,P,2019-06-11,2423
2424,252,732,A,F,2022-02-26,2424
2425,826,661,V,P,2019-12-22,2425
2426,646,309,V,A,2020-09-15,2426
2427,645,606,A,F,2020-07-31,2427
2428,946,734,V,F,2019-07-19,2428
2429,787,696,A,A,2023-09-21,2429
2430,161,796,A,A,2020-02-03,2430
2431,669,580,V,P,2020-03-16,2431
2432,897,527,V,P,2021-01-17,2432
2433,40,587,V,P,2022-07-01,2433
2434,668,855,V,P,2023-11-10,2434
2435,558,561,A,F,2024-05-01,2435
2436,382,395,V,F,2021-05-13,2436
2437,437,475,V,F,2021-09-01,2437
2438,216,568,A,P,2023-03-23,2438
2439,926,141,V,F,2023-10-30,2439
2440,876,973,A,F,2019-06-03,2440
2441,160,458,A,F,2019-10-28,2441
2442,635,353,A,P,2024-05-26,2442
2443,443,699,A,A,2023-09-06,2443
2444,897,547,A,R,2021-05-31,2444
2445,680,375,A,F,2021-05-21,2445
2446,646,840,V,A,2020-05-10,2446
2447,342,546,A,R,2021-12-20,2447
2448,572,340,V,R,2020-09-16,2448
2449,719,664,V,R,2023-02-03,2449
2450,697,935,V,R,2022-02-24,2450
2451,12,607,V,A,2021-01-05,2451
2452,571,771,A,A,2020-01-04,2452
2453,51,341,A,F,2021-12-30,2453
2454,71,782,V,P,2023-04-20,2454
2455,382,947,V,R,2020-05-21,2455
2456,662,687,A,P,2022-05-03,2456
2457,552,686,V,P,2022-03-13,2457
2458,657,32,A,F,2019-07-18,2458
2459,445,192,V,R,2022-06-26,2459
2460,893,230,V,R,2023-07-06,2460
2461,674,296,A,F,2022-03-13,2461
2462,708,887,V,A,2022-08-12,2462
2463,625,813,A,R,2022-03-17,2463
2464,751,691,V,R,2020-12-19,2464
2465,894,453,V,R,2021-11-21,2465
2466,282,35,V,F,2020-05-28,2466
2467,718,746,A,F,2019-03-01,2467
2468,678,42,V,F,2022-02-24,2468
2469,449,208,A,F,2021-04-10,2469
2470,686,257,A,P,2022-02-25,2470
2471,204,169,V,P,2022-10-23,2471
2472,867,851,V,F,2023-07-30,2472
2473,18,712,V,R,2023-10-31,2473
2474,504,45,A,P,2021-11-21,2474
2475,918,283,V,R,2022-09-23,2475
2476,687,712,A,F,2024-02-25,2476
2477,22,608,V,A,2020-07-12,2477
2478,469,975,V,A,2020-03-17,2478
2479,277,746,V,F,2019-09-22,2479
2480,844,28,V,A,2020-10-11,2480
2481,950,310,A,F,2020-01-14,2481
2482,940,259,V,A,2020-09-20,2482
2483,514,412,V,A,2021-12-09,2483
2484,492,637,V,P,2021-03-26,2484
2485,400,389,A,A,2019-07-25,2485
2486,761,507,V,F,2019-07-23,2486
2487,434,280,A,F,2024-02-19,2487
2488,631,329,V,A,2022-09-08,2488
2489,159,682,A,P,2019-08-09,2489
2490,1000,571,A,R,2022-01-27,2490
2491,125,186,V,F,2023-07-17,2491
2492,100,387,V,R,2023-05-05,2492
2493,790,485,V,R,2020-09-04,2493
2494,657,523,A,P,2022-06-01,2494
2495,213,629,A,F,2020-03-27,2495
2496,396,166,A,A,2023-04-05,2496
2497,191,263,A,R,2021-10-05,2497
2498,994,545,V,A,2023-09-13,2498
2499,182,135,A,P,2022-10-09,2499
2500,5,863,V,A,2020-01-24,2500
2501,761,133,V,A,2021-11-26,2501
2502,832,459,A,F,2020-04-06,2502
2503,171,821,A,A,2022-09-14,2503
2504,707,80,A,A,2020-10-25,2504
2505,171,782,A,F,2022-06-29,2505
2506,186,447,V,F,2020-12-16,2506
2507,576,672,A,R,2021-09-11,2507
2508,95,423,A,P,2019-06-06,2508
2509,580,526,A,R,2019-10-05,2509
2510,268,210,V,R,2023-01-29,2510
2511,793,389,A,F,2020-11-05,2511
2512,970,522,A,A,2022-06-03,2512
2513,332,634,V,P,2024-04-11,2513
2514,467,634,A,F,2022-09-15,2514
2515,402,523,V,A,2022-10-02,2515
2516,830,481,A,A,2022-12-10,2516
2517,84,48,A,R,2023-04-08,2517
2518,142,736,A,F,2022-12-16,2518
2519,479,178,V,F,2021-09-01,2519
2520,85,679,A,R,2022-12-19,2520
2521,78,581,V,R,2020-04-18,2521
2522,936,79,V,A,2021-08-29,2522
2523,36,206,V,A,2020-12-07,2523
2524,711,67,V,P,2021-12-19,2524
2525,340,690,V,P,2022-02-02,2525
2526,196,366,A,A,2023-11-12,2526
2527,409,169,A,R,2023-12-06,2527
2528,439,154,A,F,2020-02-19,2528
2529,21,177,V,R,2023-06-13,2529
2530,387,260,V,P,2022-12-20,2530
2531,224,102,V,A,2022-12-13,2531
2532,964,989,A,P,2021-10-08,2532
2533,532,683,V,F,2024-03-01,2533
2534,779,661,A,R,2019-05-01,2534
2535,233,964,A,R,2021-09-11,2535
2536,364,890,A,P,2021-07-09,2536
2537,844,815,V,A,2022-01-04,2537
2538,326,485,A,R,2019-01-22,2538
2539,341,438,V,R,2021-01-01,2539
2540,468,77,V,A,2022-12-04,2540
2541,392,727,V,A,2022-08-09,2541
2542,412,359,V,R,2022-11-21,2542
2543,654,837,A,F,2022-07-14,2543
2544,606,469,A,F,2024-02-09,2544
2545,63,111,V,P,2019-09-16,2545
2546,278,449,V,P,2021-07-22,2546
2547,200,378,V,A,2022-06-25,2547
2548,970,542,V,A,2022-10-10,2548
2549,57,743,A,A,2019-08-13,2549
2550,223,931,V,F,2021-05-17,2550
2551,104,237,V,A,2019-01-31,2551
2552,303,16,A,A,2022-11-23,2552
2553,638,222,V,A,2021-11-27,2553
2554,474,550,A,R,2020-03-09,2554
2555,816,135,V,A,2019-06-27,2555
2556,382,281,V,R,2021-08-24,2556
2557,509,857,V,R,2020-05-20,2557
2558,166,30,A,F,2022-08-04,2558
2559,192,713,A,P,2022-07-07,2559
2560,112,870,V,F,2021-04-01,2560
2561,974,627,V,R,2019-12-31,2561
2562,43,621,V,A,2020-11-16,2562
2563,70,497,V,F,2023-07-23,2563
2564,599,551,V,P,2020-04-22,2564
2565,447,96,V,P,2023-07-12,2565
2566,342,660,A,P,2021-03-03,2566
2567,527,944,V,A,2023-12-14,2567
2568,933,944,V,A,2021-07-01,2568
2569,426,192,V,A,2022-08-29,2569
2570,401,476,A,A,2021-01-03,2570
2571,455,739,V,F,2022-02-17,2571
2572,637,219,V,F,2019-09-16,2572
2573,758,197,A,R,2020-01-24,2573
2574,933,985,A,A,2021-07-02,2574
2575,815,309,A,A,2023-12-09,2575
2576,722,913,V,F,2020-05-07,2576
2577,390,178,A,P,2021-09-20,2577
2578,870,187,V,A,2019-02-01,2578
2579,575,118,V,A,2024-01-23,2579
2580,509,291,A,R,2021-05-07,2580
2581,883,65,A,A,2023-01-03,2581
2582,313,799,A,R,2020-04-19,2582
2583,146,560,A,R,2023-06-29,2583
2584,489,946,A,R,2022-01-01,2584
2585,510,67,V,F,2022-02-16,2585
2586,132,20,V,F,2019-03-10,2586
2587,679,855,V,A,2020-05-02,2587
2588,624,323,V,A,2023-09-21,2588
2589,515,939,A,F,2022-10-06,2589
2590,291,675,V,P,2023-08-05,2590
2591,250,953,V,F,2021-04-12,2591
2592,922,194,A,F,2021-02-07,2592
2593,739,172,A,P,2019-12-03,2593
2594,131,152,A,A,2021-04-20,2594
2595,201,160,A,R,2020-06-21,2595
2596,825,769,A,P,2022-06-22,2596
2597,793,266,V,R,2022-03-03,2597
2598,378,823,A,P,2019-02-27,2598
2599,1,988,V,F,2020-02-29,2599
2600,467,61,V,A,2020-06-28,2600
2601,977,355,V,P,2022-02-26,2601
2602,84,484,V,P,2023-09-13,2602
2603,574,736,V,R,2020-12-24,2603
2604,821,866,V,P,2022-12-14,2604
2605,701,499,V,F,2019-03-27,2605
2606,842,798,V,F,2019-09-15,2606
2607,305,329,A,F,2022-07-10,2607
2608,997,298,V,A,2019-09-28,2608
2609,244,106,V,R,2019-02-05,2609
2610,140,558,V,R,2024-03-25,2610
2611,398,529,A,P,2019-02-14,2611
2612,29,629,V,R,2019-05-26,2612
2613,511,911,V,A,2019-01-27,2613
2614,732,986,V,F,2020-07-04,2614
2615,354,823,A,A,2022-04-19,2615
2616,830,775,A,F,2020-07-21,2616
2617,469,648,A,F,2022-10-04,2617
2618,51,541,A,A,2022-01-28,2618
2619,285,937,A,R,2020-01-19,2619
2620,994,355,A,F,2021-08-05,2620
2621,746,177,A,R,2020-06-23,2621
2622,709,579,V,F,2024-01-12,2622
2623,697,678,A,A,2019-12-01,2623
2624,615,630,A,P,2023-11-18,2624
2625,589,243,V,P,2021-12-15,2625
2626,49,438,A,F,2020-04-30,2626
2627,269,618,V,F,2024-01-17,2627
2628,626,811,A,A,2024-02-15,2628
2629,457,962,A,R,2023-06-03,2629
2630,925,884,A,P,2020-05-07,2630
2631,920,415,A,F,2019-04-05,2631
2632,220,528,A,F,2022-02-18,2632
2633,692,774,V,P,2024-02-18,2633
2634,587,841,V,P,2022-04-28,2634
2635,197,791,V,F,2024-04-26,2635
2636,47,148,V,A,2019-02-22,2636
2637,928,88,V,R,2019-10-30,2637
2638,686,264,A,R,2022-10-10,2638
2639,823,314,V,A,2019-12-15,2639
2640,32,870,V,F,2023-07-02,2640
2641,487,710,A,F,2024-03-23,2641
2642,963,915,V,R,2022-06-06,2642
2643,100,564,V,P,2020-11-04,2643
2644,304,1,A,P,2021-04-07,2644
2645,124,920,A,F,2024-01-02,2645
2646,464,244,A,P,2023-06-21,2646
2647,461,879,V,R,2020-10-01,2647
2648,233,922,V,R,2021-08-08,2648
2649,93,146,A,P,2021-12-18,2649
2650,338,268,V,A,2021-04-10,2650
2651,949,599,A,R,2024-05-19,2651
2652,686,333,A,F,2020-02-04,2652
2653,728,532,A,P,2023-06-23,2653
2654,974,4,A,P,2023-11-17,2654
2655,6,934,V,R,2020-03-18,2655
2656,991,27,V,P,2021-03-20,2656
2657,984,917,V,P,2022-10-22,2657
2658,616,573,V,R,2021-01-07,2658
2659,492,899,A,R,2021-09-18,2659
2660,843,864,V,P,2021-07-11,2660
2661,309,247,V,F,2021-03-18,2661
2662,748,953,A,F,2019-11-11,2662
2663,960,263,A,F,2019-10-04,2663
2664,201,903,A,A,2020-06-02,2664
2665,675,603,V,R,2023-06-26,2665
2666,363,665,A,A,2023-02-07,2666
2667,644,632,A,A,2019-08-26,2667
2668,816,71,A,A,2019-08-10,2668
2669,859,886,A,P,2021-07-27,2669
2670,442,196,V,P,2019-02-10,2670
2671,377,339,A,A,2022-04-09,2671
2672,691,485,V,A,2020-01-13,2672
2673,760,655,V,F,2024-03-04,2673
2674,318,129,V,A,2020-10-28,2674
2675,627,819,A,A,2021-06-04,2675
2676,536,262,A,A,2020-02-06,2676
2677,942,635,V,R,2021-07-19,2677
2678,84,704,A,F,2019-11-28,2678
2679,513,842,V,P,2020-07-27,2679
2680,744,740,V,R,2022-11-09,2680
2681,138,253,V,A,2021-12-16,2681
2682,613,780,V,F,2022-03-30,2682
2683,27,621,A,P,2021-01-17,2683
2684,251,400,A,R,2022-08-13,2684
2685,271,310,A,A,2020-01-17,2685
2686,354,84,A,F,2020-01-07,2686
2687,94,939,V,F,2020-02-01,2687
2688,265,607,V,P,2019-03-02,2688
2689,39,584,A,R,2020-03-25,2689
2690,409,777,V,P,2024-04-01,2690
2691,887,222,V,F,2022-12-01,2691
2692,320,217,A,F,2021-08-10,2692
2693,845,778,A,F,2019-11-04,2693
2694,687,677,V,F,2022-01-04,2694
2695,804,173,V,A,2021-03-11,2695
2696,580,725,A,P,2022-05-16,2696
2697,334,269,A,R,2023-02-21,2697
2698,869,708,V,R,2021-06-19,2698
2699,454,569,V,R,2023-08-12,2699
2700,949,827,A,R,2022-06-07,2700
2701,602,252,A,P,2021-04-10,2701
2702,989,750,V,F,2019-09-17,2702
2703,199,601,V,P,2020-08-21,2703
2704,280,92,A,R,2022-08-02,2704
2705,186,383,A,R,2019-08-31,2705
2706,519,654,V,A,2019-05-09,2706
2707,774,104,V,R,2021-03-24,2707
2708,303,738,V,A,2022-08-13,2708
2709,745,14,A,R,2020-07-28,2709
2710,197,752,A,A,2023-02-08,2710
2711,998,600,V,F,2019-02-13,2711
2712,218,636,V,A,2024-04-28,2712
2713,613,998,A,A,2020-08-18,2713
2714,402,545,V,P,2024-04-13,2714
2715,411,810,V,F,2021-08-26,2715
2716,680,396,V,R,2019-08-22,2716
2717,791,715,A,F,2024-01-18,2717
2718,572,250,V,R,2021-03-24,2718
2719,62,110,A,P,2024-03-28,2719
2720,438,804,A,P,2023-01-10,2720
2721,438,937,A,R,2021-10-02,2721
2722,444,152,V,A,2019-08-13,2722
2723,314,151,V,F,2023-07-02,2723
2724,65,810,V,A,2024-05-01,2724
2725,724,525,A,P,2021-11-01,2725
2726,247,716,A,A,2022-01-22,2726
2727,33,443,V,R,2021-04-25,2727
2728,287,176,V,R,2022-05-25,2728
2729,821,125,V,A,2024-03-04,2729
2730,666,372,A,P,2022-01-28,2730
2731,759,763,V,A,2019-11-28,2731
2732,198,140,A,P,2021-11-24,2732
2733,997,43,V,F,2020-01-19,2733
2734,509,692,A,P,2023-05-02,2734
2735,574,676,V,F,2019-05-01,2735
2736,188,5,V,P,2021-01-16,2736
2737,486,416,A,F,2023-09-04,2737
2738,688,107,A,P,2021-09-13,2738
2739,458,93,V,R,2022-07-03,2739
2740,941,938,A,F,2019-12-05,2740
2741,336,702,V,F,2020-11-29,2741
2742,617,686,V,A,2023-06-01,2742
2743,916,117,A,F,2020-10-14,2743
2744,609,567,A,P,2020-10-29,2744
2745,104,231,V,F,2019-05-21,2745
2746,195,701,A,P,2022-03-06,2746
2747,872,13,V,P,2020-09-05,2747
2748,91,757,A,R,2019-03-21,2748
2749,658,274,A,F,2024-04-03,2749
2750,530,255,V,P,2020-12-31,2750
2751,878,243,A,P,2021-11-29,2751
2752,542,472,V,F,2020-07-23,2752
2753,350,182,V,F,2022-03-30,2753
2754,439,792,A,F,2023-03-14,2754
2755,615,876,A,P,2021-05-28,2755
2756,788,151,A,F,2022-07-09,2756
2757,682,907,A,R,2021-12-06,2757
2758,945,360,A,P,2024-03-03,2758
2759,142,387,V,R,2019-02-17,2759
2760,726,739,A,P,2020-06-07,2760
2761,303,633,V,A,2021-02-06,2761
2762,879,178,A,P,2024-05-12,2762
2763,523,962,V,F,2023-05-31,2763
2764,146,961,A,F,2022-02-07,2764
2765,100,859,V,F,2024-02-24,2765
2766,672,94,A,P,2023-03-08,2766
2767,481,772,V,P,2020-01-03,2767
2768,859,771,A,F,2019-12-03,2768
2769,553,45,A,F,2022-05-25,2769
2770,694,26,A,A,2022-05-07,2770
2771,462,943,V,R,2023-01-14,2771
2772,680,672,A,P,2020-03-10,2772
2773,512,396,V,A,2022-01-03,2773
2774,879,134,V,R,2019-03-17,2774
2775,579,947,A,A,2019-08-25,2775
2776,523,9,A,F,2023-11-14,2776
2777,310,668,V,A,2023-08-28,2777
2778,630,805,A,R,2022-03-28,2778
2779,295,742,A,P,2022-08-24,2779
2780,938,977,A,P,2023-04-30,2780
2781,296,777,V,P,2022-01-27,2781
2782,827,564,A,F,2022-12-30,2782
2783,797,253,A,A,2023-10-08,2783
2784,156,299,A,F,2024-01-22,2784
2785,276,9,V,F,2019-10-31,2785
2786,675,379,V,F,2023-03-19,2786
2787,7,969,A,F,2021-12-03,2787
2788,483,935,V,A,2021-12-10,2788
2789,849,796,A,F,2022-03-31,2789
2790,718,450,V,A,2023-08-22,2790
2791,151,179,V,F,2019-01-25,2791
2792,802,341,V,A,2020-04-13,2792
2793,205,657,V,F,2022-08-08,2793
2794,237,401,V,R,2022-12-18,2794
2795,411,972,V,P,2021-08-04,2795
2796,946,508,V,A,2024-05-08,2796
2797,12,722,V,F,2023-07-09,2797
2798,680,281,A,A,2019-08-05,2798
2799,237,229,A,F,2021-12-09,2799
2800,701,627,V,P,2023-10-28,2800
2801,515,733,A,P,2021-06-12,2801
2802,919,761,V,F,2021-08-27,2802
2803,688,593,A,R,2023-04-18,2803
2804,716,240,V,F,2019-01-01,2804
2805,693,332,V,A,2021-08-07,2805
2806,133,404,V,F,2021-06-15,2806
2807,885,79,A,R,2024-01-31,2807
2808,259,103,A,F,2021-02-14,2808
2809,862,137,V,P,2022-05-24,2809
2810,296,566,A,A,2023-01-13,2810
2811,958,560,V,R,2022-06-11,2811
2812,429,69,A,F,2020-03-13,2812
2813,483,359,A,P,2020-07-12,2813
2814,354,598,V,F,2020-06-04,2814
2815,666,77,A,F,2022-03-08,2815
2816,437,353,A,F,2021-02-17,2816
2817,650,482,A,F,2020-02-10,2817
2818,972,18,V,P,2021-02-08,2818
2819,930,398,V,P,2021-07-28,2819
2820,176,866,V,R,2023-10-16,2820
2821,240,856,A,P,2019-08-10,2821
2822,759,186,V,R,2019-06-13,2822
2823,990,222,V,A,2020-08-22,2823
2824,999,135,V,R,2023-01-07,2824
2825,70,908,A,R,2023-10-08,2825
2826,771,891,V,R,2020-08-12,2826
2827,266,108,V,A,2020-09-13,2827
2828,734,338,V,F,2022-11-21,2828
2829,80,625,V,R,2019-09-19,2829
2830,490,456,A,P,2022-10-27,2830
2831,985,402,V,R,2021-05-18,2831
2832,527,127,A,F,2024-03-16,2832
2833,151,336,V,F,2019-06-04,2833
2834,336,850,A,P,2022-11-02,2834
2835,275,19,V,F,2021-04-25,2835
2836,227,410,V,R,2021-09-26,2836
2837,47,200,V,P,2022-08-17,2837
2838,325,407,V,P,2023-02-01,2838
2839,547,387,V,P,2023-04-25,2839
2840,97,621,A,F,2024-03-31,2840
2841,236,428,V,F,2023-10-31,2841
2842,299,785,V,A,2019-01-03,2842
2843,923,82,A,R,2022-08-31,2843
2844,547,893,V,P,2020-10-27,2844
2845,834,85,V,P,2024-04-11,2845
2846,181,329,V,A,2023-07-10,2846
2847,818,581,V,P,2022-01-10,2847
2848,389,931,A,P,2024-05-22,2848
2849,929,745,V,F,2019-09-07,2849
2850,155,164,A,P,2023-07-11,2850
2851,961,520,A,F,2020-03-06,2851
2852,708,177,V,A,2021-11-17,2852
2853,465,392,A,A,2021-07-26,2853
2854,603,700,A,F,2019-12-16,2854
2855,548,774,V,A,2021-01-19,2855
2856,251,250,A,A,2024-02-04,2856
2857,209,645,A,R,2020-07-03,2857
2858,95,680,V,R,2020-02-07,2858
2859,125,54,V,P,2019-10-19,2859
2860,255,109,A,R,2022-02-19,2860
2861,892,673,A,P,2022-07-04,2861
2862,13,480,V,F,2021-03-13,2862
2863,20,907,A,A,2019-07-17,2863
2864,337,553,V,F,2022-10-03,2864
2865,599,261,A,A,2022-10-25,2865
2866,98,451,A,F,2024-02-04,2866
2867,112,505,A,R,2020-08-16,2867
2868,335,453,V,P,2019-09-13,2868
2869,583,529,A,F,2020-10-27,2869
2870,78,334,A,F,2020-12-04,2870
2871,206,252,V,P,2019-04-13,2871
2872,777,617,V,A,2019-11-11,2872
2873,26,477,A,F,2022-10-16,2873
2874,388,980,V,R,2019-09-23,2874
2875,709,438,V,R,2019-06-22,2875
2876,854,602,V,A,2021-05-14,2876
2877,603,993,V,F,2022-10-09,2877
2878,286,640,V,A,2020-09-05,2878
2879,622,173,V,F,2022-03-26,2879
2880,897,970,V,R,2019-05-09,2880
2881,69,246,V,R,2023-12-29,2881
2882,533,494,A,A,2020-07-24,2882
